Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Namespace,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Completed Work Items,Lock Contentions,Gen0,Code Size,Gen1,Allocated
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,92.0262 ns,0.4307 ns,0.4028 ns,0.1040 ns,91.9035 ns,91.5451 ns,91.6868 ns,92.3257 ns,92.8452 ns,"10,866,474.7",0.4307 ns,15.00,1.850,2.000,0.4670,37,*,No,0.0000,0.0000,0.0000,0.0004,400 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,163.6456 ns,0.6759 ns,0.6322 ns,0.1632 ns,163.5448 ns,162.2679 ns,163.4042 ns,164.1895 ns,164.8194 ns,"6,110,764.9",0.6759 ns,15.00,2.629,2.000,-0.1926,48,*,No,0.0000,0.0000,0.0000,0.0002,400 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,303.8464 ns,1.5683 ns,1.2244 ns,0.3535 ns,303.8664 ns,301.7653 ns,302.9838 ns,304.3953 ns,305.9828 ns,"3,291,136.8",1.5683 ns,12.00,2.014,2.000,0.1454,55,*,No,0.0000,0.0000,0.0000,0.0000,400 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,584.3142 ns,3.3674 ns,3.1499 ns,0.8133 ns,585.0158 ns,577.8566 ns,583.3598 ns,586.0466 ns,588.9590 ns,"1,711,407.9",3.3674 ns,15.00,2.298,2.000,-0.5981,62,*,No,0.0000,0.0000,0.0000,0.0000,404 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,"2,793.9462 ns",7.2991 ns,6.4705 ns,1.7293 ns,"2,792.5081 ns","2,785.1446 ns","2,790.0890 ns","2,796.7880 ns","2,809.2119 ns","357,916.7",7.2991 ns,14.00,2.979,2.000,0.9349,76,*,No,0.0000,0.0000,0.0000,0.0000,331 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,"6,297.5070 ns",27.0326 ns,23.9637 ns,6.4046 ns,"6,295.1977 ns","6,268.5616 ns","6,276.9241 ns","6,310.9327 ns","6,352.2690 ns","158,793.0",27.0326 ns,14.00,2.552,2.000,0.6853,81,*,No,0.0000,0.0000,0.0000,0.0000,331 B,0.0000,40 B
DoesNotHaveItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,"12,527.0124 ns",57.7587 ns,54.0275 ns,13.9498 ns,"12,534.4681 ns","12,421.8582 ns","12,513.1760 ns","12,568.7057 ns","12,586.9049 ns","79,827.5",57.7587 ns,15.00,2.269,2.000,-0.7881,84,*,No,0.0000,0.0000,0.0000,0.0000,331 B,0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",16,48.6360 ns,0.2750 ns,0.2573 ns,0.0664 ns,48.7161 ns,48.1303 ns,48.4355 ns,48.7997 ns,48.9738 ns,"20,560,903.2",0.2750 ns,15.00,1.951,2.000,-0.5935,29,*,No,0.0000,0.0000,0.0000,0.0004,"1,198 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",32,95.6341 ns,0.2330 ns,0.2179 ns,0.0563 ns,95.5945 ns,95.2957 ns,95.5026 ns,95.7579 ns,96.1074 ns,"10,456,518.1",0.2330 ns,15.00,2.342,2.000,0.4275,39,*,No,0.0000,0.0000,0.0000,0.0004,"1,194 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",64,162.9473 ns,0.7790 ns,0.7287 ns,0.1881 ns,162.9428 ns,161.8758 ns,162.3318 ns,163.3950 ns,164.4881 ns,"6,136,952.2",0.7790 ns,15.00,2.140,2.000,0.2904,48,*,No,0.0000,0.0000,0.0000,0.0002,"1,194 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",128,303.1627 ns,1.6827 ns,1.5740 ns,0.4064 ns,303.5638 ns,299.2931 ns,302.3699 ns,304.1428 ns,305.5824 ns,"3,298,559.1",1.6827 ns,15.00,3.104,2.000,-0.7177,55,*,No,0.0000,0.0000,0.0000,0.0000,"1,194 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",256,595.7839 ns,11.6763 ns,11.4677 ns,2.8669 ns,589.7420 ns,585.6333 ns,587.2938 ns,605.2995 ns,623.1128 ns,"1,678,460.8",11.6763 ns,16.00,2.470,2.000,0.8794,62,*,No,0.0000,0.0000,0.0000,0.0000,"1,264 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",512,"2,790.9848 ns",8.2297 ns,7.6981 ns,1.9876 ns,"2,791.7561 ns","2,777.3388 ns","2,785.2434 ns","2,796.9299 ns","2,804.2934 ns","358,296.5",8.2297 ns,15.00,1.871,2.000,-0.0787,76,*,No,0.0000,0.0000,0.0000,0.0000,"1,135 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",1024,"5,784.9371 ns",28.5415 ns,26.6977 ns,6.8933 ns,"5,787.6434 ns","5,733.4503 ns","5,774.3069 ns","5,803.7186 ns","5,827.1042 ns","172,862.7",28.5415 ns,15.00,2.059,2.000,-0.3413,80,*,No,0.0000,0.0000,0.0000,0.0000,"1,131 B",0.0000,40 B
FastCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",2048,"11,547.7527 ns",64.9697 ns,60.7727 ns,15.6914 ns,"11,563.2050 ns","11,435.6766 ns","11,528.7361 ns","11,585.8025 ns","11,640.8951 ns","86,596.9",64.9697 ns,15.00,2.146,2.000,-0.5379,83,*,No,0.0000,0.0000,0.0000,0.0000,"1,131 B",0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,16,51.0447 ns,0.2102 ns,0.1966 ns,0.0508 ns,51.0085 ns,50.7299 ns,50.9409 ns,51.1769 ns,51.4016 ns,"19,590,677.0",0.2102 ns,15.00,1.861,2.000,0.2428,30,*,No,0.0000,0.0000,0.0000,0.0004,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,94.2025 ns,0.1676 ns,0.1486 ns,0.0397 ns,94.2399 ns,93.9714 ns,94.0888 ns,94.2958 ns,94.4102 ns,"10,615,427.5",0.1676 ns,14.00,1.583,2.000,-0.2048,38,*,No,0.0000,0.0000,0.0000,0.0004,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,164.9609 ns,0.5757 ns,0.5104 ns,0.1364 ns,165.0928 ns,163.7806 ns,164.7741 ns,165.2925 ns,165.7255 ns,"6,062,042.3",0.5757 ns,14.00,2.718,2.000,-0.6894,48,*,No,0.0000,0.0000,0.0000,0.0002,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,307.6848 ns,1.0097 ns,0.9445 ns,0.2439 ns,307.6470 ns,306.3470 ns,306.9069 ns,308.2654 ns,309.4594 ns,"3,250,079.8",1.0097 ns,15.00,1.857,2.000,0.2107,55,*,No,0.0000,0.0000,0.0000,0.0000,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,588.3594 ns,1.6856 ns,1.4942 ns,0.3993 ns,588.7719 ns,584.6231 ns,587.9776 ns,589.2495 ns,590.3957 ns,"1,699,641.5",1.6856 ns,14.00,3.342,2.000,-1.0113,62,*,No,0.0000,0.0000,0.0000,0.0000,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,"1,154.1996 ns",5.0753 ns,4.7474 ns,1.2258 ns,"1,154.8911 ns","1,145.3732 ns","1,152.4262 ns","1,157.0817 ns","1,161.2824 ns","866,401.3",5.0753 ns,15.00,2.109,2.000,-0.4658,69,*,No,0.0000,0.0000,0.0000,0.0000,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,"2,287.2481 ns",11.3817 ns,10.0895 ns,2.6965 ns,"2,289.1968 ns","2,266.2106 ns","2,281.7493 ns","2,292.7404 ns","2,302.6279 ns","437,206.6",11.3817 ns,14.00,2.226,2.000,-0.4020,74,*,No,0.0000,0.0000,0.0000,0.0000,455 B,0.0000,40 B
HasItems,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,"4,551.9245 ns",18.5239 ns,16.4210 ns,4.3887 ns,"4,557.1362 ns","4,523.2437 ns","4,540.7379 ns","4,561.3911 ns","4,578.0197 ns","219,687.3",18.5239 ns,14.00,1.883,2.000,-0.3930,79,*,No,0.0000,0.0000,0.0000,0.0000,455 B,0.0000,40 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,16,6.8696 ns,0.1657 ns,0.2429 ns,0.0451 ns,6.7150 ns,6.6486 ns,6.6975 ns,7.1580 ns,7.2754 ns,"145,567,860.9",0.1657 ns,29.00,1.455,3.053,0.6482,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,6.5990 ns,0.0377 ns,0.0334 ns,0.0089 ns,6.6097 ns,6.5438 ns,6.5717 ns,6.6232 ns,6.6455 ns,"151,537,843.2",0.0377 ns,14.00,1.558,2.000,-0.3507,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,8.0186 ns,0.0376 ns,0.0352 ns,0.0091 ns,8.0273 ns,7.9330 ns,8.0109 ns,8.0389 ns,8.0559 ns,"124,710,477.9",0.0376 ns,15.00,3.580,2.000,-1.2700,20,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,6.6986 ns,0.0607 ns,0.0538 ns,0.0144 ns,6.7122 ns,6.5547 ns,6.6893 ns,6.7335 ns,6.7550 ns,"149,285,497.1",0.0607 ns,14.00,4.139,2.000,-1.3382,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,6.6369 ns,0.0426 ns,0.0398 ns,0.0103 ns,6.6395 ns,6.5463 ns,6.6161 ns,6.6580 ns,6.7140 ns,"150,672,510.1",0.0426 ns,15.00,2.986,2.000,-0.3616,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,6.6400 ns,0.0304 ns,0.0285 ns,0.0073 ns,6.6349 ns,6.5934 ns,6.6200 ns,6.6598 ns,6.6934 ns,"150,601,387.9",0.0304 ns,15.00,2.165,2.000,0.4171,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,6.5650 ns,0.0380 ns,0.0355 ns,0.0092 ns,6.5665 ns,6.4858 ns,6.5469 ns,6.5864 ns,6.6211 ns,"152,322,705.2",0.0380 ns,15.00,2.581,2.000,-0.3505,16,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
IndexAtLooped,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,7.7258 ns,0.0518 ns,0.0485 ns,0.0125 ns,7.7401 ns,7.6166 ns,7.7252 ns,7.7531 ns,7.7719 ns,"129,435,676.9",0.0518 ns,15.00,2.789,2.000,-1.1423,19,*,No,0.0000,0.0000,0.0000,0.0000,492 B,0.0000,0 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",16,52.5872 ns,0.1127 ns,0.1054 ns,0.0272 ns,52.5744 ns,52.4662 ns,52.4972 ns,52.6625 ns,52.8437 ns,"19,016,028.4",0.1127 ns,15.00,2.816,2.000,0.7093,31,*,No,0.0000,0.0000,0.0000,0.0004,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",32,95.8681 ns,0.3487 ns,0.2911 ns,0.0807 ns,95.7591 ns,95.2892 ns,95.7074 ns,96.0554 ns,96.3980 ns,"10,431,003.6",0.3487 ns,13.00,2.321,2.000,0.0219,39,*,No,0.0000,0.0000,0.0000,0.0004,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",64,165.3187 ns,0.4517 ns,0.3772 ns,0.1046 ns,165.2510 ns,164.6999 ns,165.1193 ns,165.4957 ns,166.1796 ns,"6,048,924.2",0.4517 ns,13.00,2.901,2.000,0.4562,48,*,No,0.0000,0.0000,0.0000,0.0002,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",128,307.5150 ns,0.8733 ns,0.8169 ns,0.2109 ns,307.6644 ns,305.7210 ns,307.0907 ns,307.9477 ns,308.9337 ns,"3,251,873.5",0.8733 ns,15.00,2.597,2.000,-0.3403,55,*,No,0.0000,0.0000,0.0000,0.0000,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",256,589.3286 ns,3.2351 ns,3.0261 ns,0.7813 ns,589.8283 ns,582.2816 ns,588.9851 ns,591.2420 ns,593.1333 ns,"1,696,846.3",3.2351 ns,15.00,2.975,2.000,-0.9000,62,*,No,0.0000,0.0000,0.0000,0.0000,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",512,"1,155.6669 ns",5.8929 ns,5.5122 ns,1.4232 ns,"1,154.2318 ns","1,149.3158 ns","1,151.9526 ns","1,157.8522 ns","1,166.3507 ns","865,301.2",5.8929 ns,15.00,2.136,2.000,0.7378,69,*,No,0.0000,0.0000,0.0000,0.0000,438 B,0.0000,40 B
